Benchmark::Car::uid,Benchmark::Car::lat,Benchmark::Car::lon,Benchmark::Car::speed,time
1,1.000,0.500,21.000,0.000000
2,2.000,1.013,22.140,0.001000
3,3.000,1.526,23.280,0.002000
4,4.000,2.039,24.420,0.003000
5,5.000,2.552,25.560,0.004000
6,6.000,3.065,26.700,0.005000
7,7.000,0.078,27.840,0.006000
8,8.000,0.591,28.980,0.007000
9,9.000,1.104,30.120,0.008000
10,10.000,1.617,31.260,0.009000
11,11.000,2.130,21.400,0.010000
12,12.000,2.500,22.540,0.011000
13,13.000,3.013,23.680,0.012000
14,14.000,0.026,23.000,0.013000
15,15.000,0.539,24.140,0.014000
16,16.000,1.052,25.280,0.015000
17,17.000,1.565,26.420,0.016000
18,18.000,2.078,27.560,0.017000
19,19.000,2.591,28.700,0.018000
20,20.000,3.104,29.840,0.019000
21,21.000,0.117,30.980,0.020000
22,22.000,0.630,21.120,0.021000
23,23.000,1.000,22.260,0.022000
24,24.000,1.513,23.400,0.023000
25,25.000,2.026,24.540,0.024000
26,26.000,2.539,25.680,0.025000
27,27.000,3.052,25.000,0.026000
28,28.000,0.065,26.140,0.027000
29,29.000,0.578,27.280,0.028000
30,30.000,1.091,28.420,0.029000
31,31.000,1.604,29.560,0.030000
32,32.000,2.117,30.700,0.031000
33,33.000,2.630,20.840,0.032000
34,34.000,3.000,21.980,0.033000
35,35.000,0.013,23.120,0.034000
36,36.000,0.526,24.260,0.035000
37,37.000,1.039,25.400,0.036000
38,38.000,1.552,26.540,0.037000
39,39.000,2.065,27.680,0.038000
40,40.000,2.578,27.000,0.039000
1,1.000,0.591,21.140,0.040000
2,2.000,1.104,22.280,0.041000
3,3.000,1.617,23.420,0.042000
4,4.000,2.130,24.560,0.043000
5,5.000,2.500,25.700,0.044000
6,6.000,3.013,26.840,0.045000
7,7.000,0.026,27.980,0.046000
8,8.000,0.539,29.120,0.047000
9,9.000,1.052,30.260,0.048000
10,10.000,1.565,31.400,0.049000
11,11.000,2.078,21.540,0.050000
12,12.000,2.591,22.680,0.051000
13,13.000,3.104,22.000,0.052000
14,14.000,0.117,23.140,0.053000
15,15.000,0.630,24.280,0.054000
16,16.000,1.000,25.420,0.055000
17,17.000,1.513,26.560,0.056000
18,18.000,2.026,27.700,0.057000
19,19.000,2.539,28.840,0.058000
20,20.000,3.052,29.980,0.059000
21,21.000,0.065,31.120,0.060000
22,22.000,0.578,21.260,0.061000
23,23.000,1.091,22.400,0.062000
24,24.000,1.604,23.540,0.063000
25,25.000,2.117,24.680,0.064000
26,26.000,2.630,24.000,0.065000
27,27.000,3.000,25.140,0.066000
28,28.000,0.013,26.280,0.067000
29,29.000,0.526,27.420,0.068000
30,30.000,1.039,28.560,0.069000
31,31.000,1.552,29.700,0.070000
32,32.000,2.065,30.840,0.071000
33,33.000,2.578,20.980,0.072000
34,34.000,3.091,22.120,0.073000
