Benchmark::Car::uid,Benchmark::Car::lat,Benchmark::Car::lon,Benchmark::Car::speed,time
1,1.000,0.500,21.000,0.000000
3,3.004,1.513,23.190,0.000800
3,3.000,1.526,23.280,0.012600
5,5.004,2.539,25.470,0.013400
5,5.000,2.552,25.560,0.025200
7,7.004,0.065,27.750,0.026000
7,7.000,0.078,27.840,0.037800
1,1.004,0.591,22.030,0.038600
1,1.000,0.604,22.120,0.050400
3,3.004,1.617,24.310,0.051200
3,3.000,1.630,24.400,0.063000
5,5.004,2.500,26.590,0.063800
5,5.000,2.513,26.680,0.075600
7,7.004,0.026,27.050,0.076400
7,7.000,0.039,27.140,0.088200
1,1.004,0.552,21.330,0.089000
1,1.000,0.565,21.420,0.100800
3,3.004,1.578,23.610,0.101600
3,3.000,1.591,23.700,0.113400
5,5.004,2.604,25.890,0.114200
5,5.000,2.617,25.980,0.126000
7,7.004,0.130,28.170,0.126800
7,7.000,0.000,28.260,0.138600
1,1.004,0.513,22.450,0.139400
1,1.000,0.526,22.540,0.151200
3,3.004,1.539,24.730,0.152000
3,3.000,1.552,23.000,0.163800
5,5.004,2.565,25.190,0.164600
5,5.000,2.578,25.280,0.176400
7,7.004,0.091,27.470,0.177200
7,7.000,0.104,27.560,0.189000
1,1.004,0.617,21.750,0.189800
1,1.000,0.630,21.840,0.201600
3,3.004,1.500,24.030,0.202400
3,3.000,1.513,24.120,0.214200
5,5.004,2.526,26.310,0.215000
5,5.000,2.539,26.400,0.226800
7,7.004,0.052,28.590,0.227600
7,7.000,0.065,28.680,0.239400
1,1.004,0.578,21.050,0.240200
1,1.000,0.591,21.140,0.252000
3,3.004,1.604,23.330,0.252800
3,3.000,1.617,23.420,0.264600
5,5.004,2.630,25.610,0.265400
5,5.000,2.500,25.700,0.277200
7,7.004,0.013,27.890,0.278000
7,7.000,0.026,27.980,0.289800
1,1.004,0.539,22.170,0.290600
1,1.000,0.552,22.260,0.302400
3,3.004,1.565,24.450,0.303200
3,3.000,1.578,24.540,0.315000
5,5.004,2.591,26.730,0.315800
5,5.000,2.604,25.000,0.327600
7,7.004,0.117,27.190,0.328400
7,7.000,0.130,27.280,0.340200
1,1.004,0.500,21.470,0.341000
1,1.000,0.513,21.560,0.352800
3,3.004,1.526,23.750,0.353600
3,3.000,1.539,23.840,0.365400
5,5.004,2.552,26.030,0.366200
5,5.000,2.565,26.120,0.378000
7,7.004,0.078,28.310,0.378800
7,7.000,0.091,28.400,0.390600
1,1.004,0.604,22.590,0.391400
1,1.000,0.617,22.680,0.403200
3,3.004,1.630,23.050,0.404000
3,3.000,1.500,23.140,0.415800
5,5.004,2.513,25.330,0.416600
5,5.000,2.526,25.420,0.428400
7,7.004,0.039,27.610,0.429200
7,7.000,0.052,27.700,0.441000
1,1.004,0.565,21.890,0.441800
1,1.000,0.578,21.980,0.453600
3,3.004,1.591,24.170,0.454400
3,3.000,1.604,24.260,0.466200
5,5.004,2.617,26.450,0.467000
5,5.000,2.630,26.540,0.478800
7,7.004,0.000,28.730,0.479600
7,7.000,0.013,27.000,0.491400
1,1.004,0.526,21.190,0.492200
1,1.000,0.539,21.280,0.504000
3,3.004,1.552,23.470,0.504800
3,3.000,1.565,23.560,0.516600
5,5.004,2.578,25.750,0.517400
5,5.000,2.591,25.840,0.529200
7,7.004,0.104,28.030,0.530000
7,7.000,0.117,28.120,0.541800
1,1.004,0.630,22.310,0.542600
1,1.000,0.500,22.400,0.554400
3,3.004,1.513,24.590,0.555200
3,3.000,1.526,24.680,0.567000
5,5.004,2.539,25.050,0.567800
5,5.000,2.552,25.140,0.579600
7,7.004,0.065,27.330,0.580400
7,7.000,0.078,27.420,0.592200
1,1.004,0.591,21.610,0.593000
9,9.021,1.000,29.000,0.604800
11,11.025,2.013,20.190,0.605600
11,11.021,2.026,20.280,0.617400
13,13.025,3.039,22.470,0.618200
13,13.021,3.052,22.560,0.630000
15,15.025,0.565,24.750,0.630800
15,15.021,0.578,24.840,0.642600
9,9.025,1.091,30.030,0.643400
9,9.021,1.104,30.120,0.655200
11,11.025,2.117,21.310,0.656000
11,11.021,2.130,21.400,0.667800
13,13.025,3.000,23.590,0.668600
13,13.021,3.013,23.680,0.680400
15,15.025,0.526,24.050,0.681200
15,15.021,0.539,24.140,0.693000
9,9.025,1.052,29.330,0.693800
9,9.021,1.065,29.420,0.705600
11,11.025,2.078,20.610,0.706400
11,11.021,2.091,20.700,0.718200
13,13.025,3.104,22.890,0.719000
13,13.021,3.117,22.980,0.730800
15,15.025,0.630,25.170,0.731600
15,15.021,0.500,25.260,0.743400
9,9.025,1.013,30.450,0.744200
9,9.021,1.026,30.540,0.756000
11,11.025,2.039,21.730,0.756800
