Benchmark::Car::uid,Benchmark::Car::lat,Benchmark::Car::lon,Benchmark::Car::speed,time
1,1.000,0.500,21.000,0.000000
2,2.000,1.013,22.140,0.001000
3,3.000,1.526,23.280,0.002000
4,4.000,2.039,24.420,0.003000
5,5.000,2.552,25.560,0.004000
6,6.000,3.065,26.700,0.005000
7,7.000,0.078,27.840,0.006000
8,8.000,0.591,28.980,0.007000
9,9.000,1.104,30.120,0.008000
10,10.000,1.617,31.260,0.009000
11,11.000,2.130,21.400,0.010000
12,12.000,2.500,22.540,0.011000
13,13.000,3.013,23.680,0.012000
14,14.000,0.026,23.000,0.013000
15,15.000,0.539,24.140,0.014000
16,16.000,1.052,25.280,0.015000
17,17.000,1.565,26.420,0.016000
18,18.000,2.078,27.560,0.017000
19,19.000,2.591,28.700,0.018000
20,20.000,3.104,29.840,0.019000
1,1.000,0.617,21.980,0.020000
2,2.000,1.130,23.120,0.021000
3,3.000,1.500,24.260,0.022000
4,4.000,2.013,25.400,0.023000
5,5.000,2.526,26.540,0.024000
6,6.000,3.039,27.680,0.025000
7,7.000,0.052,27.000,0.026000
8,8.000,0.565,28.140,0.027000
9,9.000,1.078,29.280,0.028000
10,10.000,1.591,30.420,0.029000
11,11.000,2.104,20.560,0.030000
12,12.000,2.617,21.700,0.031000
13,13.000,3.130,22.840,0.032000
14,14.000,0.000,23.980,0.033000
15,15.000,0.513,25.120,0.034000
16,16.000,1.026,26.260,0.035000
17,17.000,1.539,27.400,0.036000
18,18.000,2.052,28.540,0.037000
19,19.000,2.565,29.680,0.038000
20,20.000,3.078,29.000,0.039000
1,1.000,0.591,21.140,0.040000
2,2.000,1.104,22.280,0.041000
3,3.000,1.617,23.420,0.042000
4,4.000,2.130,24.560,0.043000
5,5.000,2.500,25.700,0.044000
6,6.000,3.013,26.840,0.045000
7,7.000,0.026,27.980,0.046000
8,8.000,0.539,29.120,0.047000
9,9.000,1.052,30.260,0.048000
10,10.000,1.565,31.400,0.049000
11,11.000,2.078,21.540,0.050000
12,12.000,2.591,22.680,0.051000
13,13.000,3.104,22.000,0.052000
14,14.000,0.117,23.140,0.053000
15,15.000,0.630,24.280,0.054000
16,16.000,1.000,25.420,0.055000
17,17.000,1.513,26.560,0.056000
18,18.000,2.026,27.700,0.057000
19,19.000,2.539,28.840,0.058000
20,20.000,3.052,29.980,0.059000
1,1.000,0.565,22.120,0.060000
2,2.000,1.078,23.260,0.061000
3,3.000,1.591,24.400,0.062000
4,4.000,2.104,25.540,0.063000
5,5.000,2.617,26.680,0.064000
6,6.000,3.130,26.000,0.065000
7,7.000,0.000,27.140,0.066000
8,8.000,0.513,28.280,0.067000
9,9.000,1.026,29.420,0.068000
10,10.000,1.539,30.560,0.069000
11,11.000,2.052,20.700,0.070000
12,12.000,2.565,21.840,0.071000
13,13.000,3.078,22.980,0.072000
14,14.000,0.091,24.120,0.073000
