Benchmark::Car::uid,Benchmark::Car::lat,Benchmark::Car::lon,Benchmark::Car::speed,time
1,1.000,0.500,21.000,0.000000
3,3.004,1.513,23.190,0.000800
5,5.008,2.526,25.380,0.001600
7,7.012,0.039,27.570,0.002400
1,1.016,0.552,21.760,0.003200
3,3.020,1.565,23.950,0.004000
5,5.024,2.578,26.140,0.004800
7,7.028,0.091,28.330,0.005600
1,1.000,0.604,22.120,0.035400
3,3.004,1.617,24.310,0.036200
5,5.008,2.630,26.500,0.037000
7,7.012,0.000,28.690,0.037800
1,1.016,0.513,22.880,0.038600
3,3.020,1.526,23.250,0.039400
5,5.024,2.539,25.440,0.040200
7,7.028,0.052,27.630,0.041000
1,1.000,0.565,21.420,0.070800
3,3.004,1.578,23.610,0.071600
5,5.008,2.591,25.800,0.072400
7,7.012,0.104,27.990,0.073200
1,1.016,0.617,22.180,0.074000
3,3.020,1.630,24.370,0.074800
5,5.024,2.500,26.560,0.075600
7,7.028,0.013,28.750,0.076400
1,1.000,0.526,22.540,0.106200
3,3.004,1.539,24.730,0.107000
5,5.008,2.552,25.100,0.107800
7,7.012,0.065,27.290,0.108600
1,1.016,0.578,21.480,0.109400
3,3.020,1.591,23.670,0.110200
5,5.024,2.604,25.860,0.111000
7,7.028,0.117,28.050,0.111800
1,1.000,0.630,21.840,0.141600
3,3.004,1.500,24.030,0.142400
5,5.008,2.513,26.220,0.143200
7,7.012,0.026,28.410,0.144000
1,1.016,0.539,22.600,0.144800
3,3.020,1.552,24.790,0.145600
5,5.024,2.565,26.980,0.146400
7,7.028,0.078,27.350,0.147200
1,1.000,0.591,21.140,0.177000
3,3.004,1.604,23.330,0.177800
5,5.008,2.617,25.520,0.178600
7,7.012,0.130,27.710,0.179400
1,1.016,0.500,21.900,0.180200
3,3.020,1.513,24.090,0.181000
5,5.024,2.526,26.280,0.181800
7,7.028,0.039,28.470,0.182600
1,1.000,0.552,22.260,0.212400
3,3.004,1.565,24.450,0.213200
5,5.008,2.578,26.640,0.214000
7,7.012,0.091,28.830,0.214800
1,1.016,0.604,21.200,0.215600
3,3.020,1.617,23.390,0.216400
5,5.024,2.630,25.580,0.217200
7,7.028,0.000,27.770,0.218000
1,1.000,0.513,21.560,0.247800
3,3.004,1.526,23.750,0.248600
5,5.008,2.539,25.940,0.249400
7,7.012,0.052,28.130,0.250200
1,1.016,0.565,22.320,0.251000
3,3.020,1.578,24.510,0.251800
5,5.024,2.591,26.700,0.252600
7,7.028,0.104,28.890,0.253400
1,1.000,0.617,22.680,0.283200
3,3.004,1.630,23.050,0.284000
5,5.008,2.500,25.240,0.284800
7,7.012,0.013,27.430,0.285600
1,1.016,0.526,21.620,0.286400
3,3.020,1.539,23.810,0.287200
5,5.024,2.552,26.000,0.288000
7,7.028,0.065,28.190,0.288800
1,1.000,0.578,21.980,0.318600
3,3.004,1.591,24.170,0.319400
5,5.008,2.604,26.360,0.320200
7,7.012,0.117,28.550,0.321000
1,1.016,0.630,22.740,0.321800
3,3.020,1.500,24.930,0.322600
5,5.024,2.513,25.300,0.323400
7,7.028,0.026,27.490,0.324200
1,1.000,0.539,21.280,0.354000
3,3.004,1.552,23.470,0.354800
5,5.008,2.565,25.660,0.355600
7,7.012,0.078,27.850,0.356400
1,1.016,0.591,22.040,0.357200
3,3.020,1.604,24.230,0.358000
5,5.024,2.617,26.420,0.358800
7,7.028,0.130,28.610,0.359600
1,1.000,0.500,22.400,0.389400
3,3.004,1.513,24.590,0.390200
5,5.008,2.526,26.780,0.391000
7,7.012,0.039,27.150,0.391800
1,1.016,0.552,21.340,0.392600
3,3.020,1.565,23.530,0.393400
5,5.024,2.578,25.720,0.394200
7,7.028,0.091,27.910,0.395000
9,9.021,1.000,29.000,0.424800
11,11.025,2.013,20.190,0.425600
13,13.029,3.026,22.380,0.426400
15,15.033,0.539,24.570,0.427200
9,9.037,1.052,29.760,0.428000
11,11.041,2.065,20.950,0.428800
13,13.045,3.078,23.140,0.429600
15,15.049,0.591,25.330,0.430400
9,9.021,1.104,30.120,0.460200
11,11.025,2.117,21.310,0.461000
13,13.029,3.130,23.500,0.461800
15,15.033,0.500,25.690,0.462600
9,9.037,1.013,30.880,0.463400
11,11.041,2.026,20.250,0.464200
13,13.045,3.039,22.440,0.465000
15,15.049,0.552,24.630,0.465800
9,9.021,1.065,29.420,0.495600
11,11.025,2.078,20.610,0.496400
13,13.029,3.091,22.800,0.497200
15,15.033,0.604,24.990,0.498000
9,9.037,1.117,30.180,0.498800
11,11.041,2.130,21.370,0.499600
13,13.045,3.000,23.560,0.500400
15,15.049,0.513,25.750,0.501200
9,9.021,1.026,30.540,0.531000
11,11.025,2.039,21.730,0.531800
