Benchmark::Car::uid,Benchmark::Car::lat,Benchmark::Car::lon,Benchmark::Car::speed,time
1,1.000,0.500,21.000,0.000000
3,3.004,1.513,23.190,0.000800
5,5.008,2.526,25.380,0.001600
7,7.012,0.039,27.570,0.002400
1,1.016,0.552,21.760,0.003200
3,3.020,1.565,23.950,0.004000
5,5.024,2.578,26.140,0.004800
7,7.028,0.091,28.330,0.005600
1,1.032,0.604,22.520,0.006400
3,3.036,1.617,24.710,0.007200
5,5.040,2.630,26.900,0.008000
7,7.044,0.000,29.090,0.008800
1,1.048,0.513,23.280,0.009600
3,3.052,1.526,23.650,0.010400
5,5.056,2.539,25.840,0.011200
7,7.060,0.052,28.030,0.012000
1,1.000,0.565,21.420,0.065800
3,3.004,1.578,23.610,0.066600
5,5.008,2.591,25.800,0.067400
7,7.012,0.104,27.990,0.068200
1,1.016,0.617,22.180,0.069000
3,3.020,1.630,24.370,0.069800
5,5.024,2.500,26.560,0.070600
7,7.028,0.013,28.750,0.071400
1,1.032,0.526,22.940,0.072200
3,3.036,1.539,25.130,0.073000
5,5.040,2.552,25.500,0.073800
7,7.044,0.065,27.690,0.074600
1,1.048,0.578,21.880,0.075400
3,3.052,1.591,24.070,0.076200
5,5.056,2.604,26.260,0.077000
7,7.060,0.117,28.450,0.077800
1,1.000,0.630,21.840,0.131600
3,3.004,1.500,24.030,0.132400
5,5.008,2.513,26.220,0.133200
7,7.012,0.026,28.410,0.134000
1,1.016,0.539,22.600,0.134800
3,3.020,1.552,24.790,0.135600
5,5.024,2.565,26.980,0.136400
7,7.028,0.078,27.350,0.137200
1,1.032,0.591,21.540,0.138000
3,3.036,1.604,23.730,0.138800
5,5.040,2.617,25.920,0.139600
7,7.044,0.130,28.110,0.140400
1,1.048,0.500,22.300,0.141200
3,3.052,1.513,24.490,0.142000
5,5.056,2.526,26.680,0.142800
7,7.060,0.039,28.870,0.143600
1,1.000,0.552,22.260,0.197400
3,3.004,1.565,24.450,0.198200
5,5.008,2.578,26.640,0.199000
7,7.012,0.091,28.830,0.199800
1,1.016,0.604,21.200,0.200600
3,3.020,1.617,23.390,0.201400
5,5.024,2.630,25.580,0.202200
7,7.028,0.000,27.770,0.203000
1,1.032,0.513,21.960,0.203800
3,3.036,1.526,24.150,0.204600
5,5.040,2.539,26.340,0.205400
7,7.044,0.052,28.530,0.206200
1,1.048,0.565,22.720,0.207000
3,3.052,1.578,24.910,0.207800
5,5.056,2.591,27.100,0.208600
7,7.060,0.104,29.290,0.209400
1,1.000,0.617,22.680,0.263200
3,3.004,1.630,23.050,0.264000
5,5.008,2.500,25.240,0.264800
7,7.012,0.013,27.430,0.265600
1,1.016,0.526,21.620,0.266400
3,3.020,1.539,23.810,0.267200
5,5.024,2.552,26.000,0.268000
7,7.028,0.065,28.190,0.268800
1,1.032,0.578,22.380,0.269600
3,3.036,1.591,24.570,0.270400
5,5.040,2.604,26.760,0.271200
7,7.044,0.117,28.950,0.272000
1,1.048,0.630,23.140,0.272800
3,3.052,1.500,25.330,0.273600
5,5.056,2.513,25.700,0.274400
7,7.060,0.026,27.890,0.275200
1,1.000,0.539,21.280,0.329000
3,3.004,1.552,23.470,0.329800
5,5.008,2.565,25.660,0.330600
7,7.012,0.078,27.850,0.331400
1,1.016,0.591,22.040,0.332200
3,3.020,1.604,24.230,0.333000
5,5.024,2.617,26.420,0.333800
7,7.028,0.130,28.610,0.334600
1,1.032,0.500,22.800,0.335400
3,3.036,1.513,24.990,0.336200
5,5.040,2.526,27.180,0.337000
7,7.044,0.039,27.550,0.337800
1,1.048,0.552,21.740,0.338600
3,3.052,1.565,23.930,0.339400
5,5.056,2.578,26.120,0.340200
7,7.060,0.091,28.310,0.341000
9,9.021,1.000,29.000,0.394800
11,11.025,2.013,20.190,0.395600
13,13.029,3.026,22.380,0.396400
15,15.033,0.539,24.570,0.397200
9,9.037,1.052,29.760,0.398000
11,11.041,2.065,20.950,0.398800
13,13.045,3.078,23.140,0.399600
15,15.049,0.591,25.330,0.400400
9,9.053,1.104,30.520,0.401200
11,11.057,2.117,21.710,0.402000
13,13.061,3.130,23.900,0.402800
15,15.065,0.500,26.090,0.403600
9,9.069,1.013,31.280,0.404400
11,11.073,2.026,20.650,0.405200
13,13.077,3.039,22.840,0.406000
15,15.081,0.552,25.030,0.406800
9,9.021,1.065,29.420,0.460600
11,11.025,2.078,20.610,0.461400
13,13.029,3.091,22.800,0.462200
15,15.033,0.604,24.990,0.463000
9,9.037,1.117,30.180,0.463800
11,11.041,2.130,21.370,0.464600
13,13.045,3.000,23.560,0.465400
15,15.049,0.513,25.750,0.466200
9,9.053,1.026,30.940,0.467000
11,11.057,2.039,22.130,0.467800
