Benchmark::Car::uid,Benchmark::Car::lat,Benchmark::Car::lon,Benchmark::Car::speed,time
1,1.000,0.500,21.000,0.001
2,2.000,1.000,22.100,0.002
3,3.000,1.500,23.200,0.003
4,4.000,2.000,24.300,0.004
5,5.000,2.500,25.400,0.005
6,6.000,3.000,26.000,0.006
7,7.000,0.000,27.100,0.007
8,8.000,0.500,28.200,0.008
9,9.000,1.000,29.300,0.009
10,10.000,1.500,30.400,0.010
11,11.000,2.000,20.000,0.011
12,12.000,2.500,21.100,0.012
13,13.000,3.000,22.200,0.013
14,14.000,0.000,23.300,0.014
15,15.000,0.500,24.400,0.015
16,16.000,1.000,25.000,0.016
17,17.000,1.500,26.100,0.017
18,18.000,2.000,27.200,0.018
19,19.000,2.500,28.300,0.019
20,20.000,3.000,29.400,0.020
1,1.000,0.500,21.000,0.021
2,2.000,1.000,22.100,0.022
3,3.000,1.500,23.200,0.023
4,4.000,2.000,24.300,0.024
5,5.000,2.500,25.400,0.025
6,6.000,3.000,26.000,0.026
7,7.000,0.000,27.100,0.027
8,8.000,0.500,28.200,0.028
9,9.000,1.000,29.300,0.029
10,10.000,1.500,30.400,0.030
11,11.000,2.000,20.000,0.031
12,12.000,2.500,21.100,0.032
13,13.000,3.000,22.200,0.033
14,14.000,0.000,23.300,0.034
15,15.000,0.500,24.400,0.035
16,16.000,1.000,25.000,0.036
17,17.000,1.500,26.100,0.037
18,18.000,2.000,27.200,0.038
19,19.000,2.500,28.300,0.039
20,20.000,3.000,29.400,0.040
1,1.000,0.500,21.000,0.041
2,2.000,1.000,22.100,0.042
3,3.000,1.500,23.200,0.043
4,4.000,2.000,24.300,0.044
5,5.000,2.500,25.400,0.045
6,6.000,3.000,26.000,0.046
7,7.000,0.000,27.100,0.047
8,8.000,0.500,28.200,0.048
9,9.000,1.000,29.300,0.049
10,10.000,1.500,30.400,0.050
11,11.000,2.000,20.000,0.051
12,12.000,2.500,21.100,0.052
13,13.000,3.000,22.200,0.053
14,14.000,0.000,23.300,0.054
15,15.000,0.500,24.400,0.055
16,16.000,1.000,25.000,0.056
17,17.000,1.500,26.100,0.057
18,18.000,2.000,27.200,0.058
19,19.000,2.500,28.300,0.059
20,20.000,3.000,29.400,0.060
1,1.000,0.500,21.000,0.061
2,2.000,1.000,22.100,0.062
3,3.000,1.500,23.200,0.063
4,4.000,2.000,24.300,0.064
5,5.000,2.500,25.400,0.065
6,6.000,3.000,26.000,0.066
7,7.000,0.000,27.100,0.067
8,8.000,0.500,28.200,0.068
9,9.000,1.000,29.300,0.069
10,10.000,1.500,30.400,0.070
11,11.000,2.000,20.000,0.071
12,12.000,2.500,21.100,0.072
13,13.000,3.000,22.200,0.073
14,14.000,0.000,23.300,0.074
15,15.000,0.500,24.400,0.075
16,16.000,1.000,25.000,0.076
17,17.000,1.500,26.100,0.077
18,18.000,2.000,27.200,0.078
19,19.000,2.500,28.300,0.079
20,20.000,3.000,29.400,0.080
1,1.000,0.500,21.000,0.081
2,2.000,1.000,22.100,0.082
3,3.000,1.500,23.200,0.083
4,4.000,2.000,24.300,0.084
5,5.000,2.500,25.400,0.085
6,6.000,3.000,26.000,0.086
7,7.000,0.000,27.100,0.087
8,8.000,0.500,28.200,0.088
9,9.000,1.000,29.300,0.089
10,10.000,1.500,30.400,0.090
11,11.000,2.000,20.000,0.091
12,12.000,2.500,21.100,0.092
13,13.000,3.000,22.200,0.093
14,14.000,0.000,23.300,0.094
15,15.000,0.500,24.400,0.095
16,16.000,1.000,25.000,0.096
17,17.000,1.500,26.100,0.097
18,18.000,2.000,27.200,0.098
19,19.000,2.500,28.300,0.099
20,20.000,3.000,29.400,0.100
1,1.000,0.500,21.000,0.101
2,2.000,1.000,22.100,0.102
3,3.000,1.500,23.200,0.103
4,4.000,2.000,24.300,0.104
5,5.000,2.500,25.400,0.105
6,6.000,3.000,26.000,0.106
7,7.000,0.000,27.100,0.107
8,8.000,0.500,28.200,0.108
9,9.000,1.000,29.300,0.109
10,10.000,1.500,30.400,0.110
11,11.000,2.000,20.000,0.111
12,12.000,2.500,21.100,0.112
13,13.000,3.000,22.200,0.113
14,14.000,0.000,23.300,0.114
15,15.000,0.500,24.400,0.115
16,16.000,1.000,25.000,0.116
17,17.000,1.500,26.100,0.117
18,18.000,2.000,27.200,0.118
19,19.000,2.500,28.300,0.119
20,20.000,3.000,29.400,0.120
1,1.000,0.500,21.000,0.121
2,2.000,1.000,22.100,0.122
3,3.000,1.500,23.200,0.123
4,4.000,2.000,24.300,0.124
5,5.000,2.500,25.400,0.125
6,6.000,3.000,26.000,0.126
7,7.000,0.000,27.100,0.127
8,8.000,0.500,28.200,0.128
9,9.000,1.000,29.300,0.129
10,10.000,1.500,30.400,0.130
11,11.000,2.000,20.000,0.131
12,12.000,2.500,21.100,0.132
13,13.000,3.000,22.200,0.133
14,14.000,0.000,23.300,0.134
15,15.000,0.500,24.400,0.135
16,16.000,1.000,25.000,0.136
17,17.000,1.500,26.100,0.137
18,18.000,2.000,27.200,0.138
19,19.000,2.500,28.300,0.139
20,20.000,3.000,29.400,0.140
1,1.000,0.500,21.000,0.141
2,2.000,1.000,22.100,0.142
3,3.000,1.500,23.200,0.143
4,4.000,2.000,24.300,0.144
5,5.000,2.500,25.400,0.145
6,6.000,3.000,26.000,0.146
7,7.000,0.000,27.100,0.147
8,8.000,0.500,28.200,0.148
9,9.000,1.000,29.300,0.149
10,10.000,1.500,30.400,0.150
11,11.000,2.000,20.000,0.151
12,12.000,2.500,21.100,0.152
13,13.000,3.000,22.200,0.153
14,14.000,0.000,23.300,0.154
15,15.000,0.500,24.400,0.155
16,16.000,1.000,25.000,0.156
17,17.000,1.500,26.100,0.157
18,18.000,2.000,27.200,0.158
19,19.000,2.500,28.300,0.159
20,20.000,3.000,29.400,0.160
1,1.000,0.500,21.000,0.161
2,2.000,1.000,22.100,0.162
3,3.000,1.500,23.200,0.163
4,4.000,2.000,24.300,0.164
5,5.000,2.500,25.400,0.165
6,6.000,3.000,26.000,0.166
7,7.000,0.000,27.100,0.167
8,8.000,0.500,28.200,0.168
9,9.000,1.000,29.300,0.169
10,10.000,1.500,30.400,0.170
11,11.000,2.000,20.000,0.171
12,12.000,2.500,21.100,0.172
13,13.000,3.000,22.200,0.173
14,14.000,0.000,23.300,0.174
15,15.000,0.500,24.400,0.175
16,16.000,1.000,25.000,0.176
17,17.000,1.500,26.100,0.177
18,18.000,2.000,27.200,0.178
19,19.000,2.500,28.300,0.179
20,20.000,3.000,29.400,0.180
1,1.000,0.500,21.000,0.181
2,2.000,1.000,22.100,0.182
3,3.000,1.500,23.200,0.183
4,4.000,2.000,24.300,0.184
5,5.000,2.500,25.400,0.185
6,6.000,3.000,26.000,0.186
7,7.000,0.000,27.100,0.187
8,8.000,0.500,28.200,0.188
9,9.000,1.000,29.300,0.189
10,10.000,1.500,30.400,0.190
11,11.000,2.000,20.000,0.191
12,12.000,2.500,21.100,0.192
13,13.000,3.000,22.200,0.193
14,14.000,0.000,23.300,0.194
15,15.000,0.500,24.400,0.195
16,16.000,1.000,25.000,0.196
17,17.000,1.500,26.100,0.197
18,18.000,2.000,27.200,0.198
19,19.000,2.500,28.300,0.199
20,20.000,3.000,29.400,0.200
