Benchmark::Car::uid,Benchmark::Car::lat,Benchmark::Car::lon,Benchmark::Car::speed,time
1,1.000,0.500,21.000,0.001
2,2.000,1.000,22.100,0.002
3,3.000,1.500,23.200,0.003
4,4.000,2.000,24.300,0.004
5,5.000,2.500,25.400,0.005
6,6.000,3.000,26.000,0.006
7,7.000,0.000,27.100,0.007
8,8.000,0.500,28.200,0.008
9,9.000,1.000,29.300,0.009
10,10.000,1.500,30.400,0.010
11,11.000,2.000,20.000,0.011
12,12.000,2.500,21.100,0.012
13,13.000,3.000,22.200,0.013
14,14.000,0.000,23.300,0.014
15,15.000,0.500,24.400,0.015
16,16.000,1.000,25.000,0.016
17,17.000,1.500,26.100,0.017
18,18.000,2.000,27.200,0.018
19,19.000,2.500,28.300,0.019
20,20.000,3.000,29.400,0.020
21,21.000,0.000,30.000,0.021
22,22.000,0.500,20.100,0.022
23,23.000,1.000,21.200,0.023
24,24.000,1.500,22.300,0.024
25,25.000,2.000,23.400,0.025
26,26.000,2.500,24.000,0.026
27,27.000,3.000,25.100,0.027
28,28.000,0.000,26.200,0.028
29,29.000,0.500,27.300,0.029
30,30.000,1.000,28.400,0.030
31,31.000,1.500,29.000,0.031
32,32.000,2.000,30.100,0.032
33,33.000,2.500,20.200,0.033
34,34.000,3.000,21.300,0.034
35,35.000,0.000,22.400,0.035
36,36.000,0.500,23.000,0.036
37,37.000,1.000,24.100,0.037
38,38.000,1.500,25.200,0.038
39,39.000,2.000,26.300,0.039
40,40.000,2.500,27.400,0.040
41,41.000,3.000,28.000,0.041
42,42.000,0.000,29.100,0.042
43,43.000,0.500,30.200,0.043
44,44.000,1.000,20.300,0.044
45,45.000,1.500,21.400,0.045
46,46.000,2.000,22.000,0.046
47,47.000,2.500,23.100,0.047
48,48.000,3.000,24.200,0.048
49,49.000,0.000,25.300,0.049
50,50.000,0.500,26.400,0.050
51,51.000,1.000,27.000,0.051
52,52.000,1.500,28.100,0.052
53,53.000,2.000,29.200,0.053
54,54.000,2.500,30.300,0.054
55,55.000,3.000,20.400,0.055
56,56.000,0.000,21.000,0.056
57,57.000,0.500,22.100,0.057
58,58.000,1.000,23.200,0.058
59,59.000,1.500,24.300,0.059
60,60.000,2.000,25.400,0.060
61,61.000,2.500,26.000,0.061
62,62.000,3.000,27.100,0.062
63,63.000,0.000,28.200,0.063
64,64.000,0.500,29.300,0.064
65,65.000,1.000,30.400,0.065
66,66.000,1.500,20.000,0.066
67,67.000,2.000,21.100,0.067
68,68.000,2.500,22.200,0.068
69,69.000,3.000,23.300,0.069
70,70.000,0.000,24.400,0.070
71,71.000,0.500,25.000,0.071
72,72.000,1.000,26.100,0.072
73,73.000,1.500,27.200,0.073
74,74.000,2.000,28.300,0.074
75,75.000,2.500,29.400,0.075
76,76.000,3.000,30.000,0.076
77,77.000,0.000,20.100,0.077
78,78.000,0.500,21.200,0.078
79,79.000,1.000,22.300,0.079
80,80.000,1.500,23.400,0.080
81,81.000,2.000,24.000,0.081
82,82.000,2.500,25.100,0.082
83,83.000,3.000,26.200,0.083
84,84.000,0.000,27.300,0.084
85,85.000,0.500,28.400,0.085
86,86.000,1.000,29.000,0.086
87,87.000,1.500,30.100,0.087
88,88.000,2.000,20.200,0.088
89,89.000,2.500,21.300,0.089
90,90.000,3.000,22.400,0.090
91,91.000,0.000,23.000,0.091
92,92.000,0.500,24.100,0.092
93,93.000,1.000,25.200,0.093
94,94.000,1.500,26.300,0.094
95,95.000,2.000,27.400,0.095
96,96.000,2.500,28.000,0.096
97,97.000,3.000,29.100,0.097
98,98.000,0.000,30.200,0.098
99,99.000,0.500,20.300,0.099
100,100.000,1.000,21.400,0.100
101,101.000,1.500,22.000,0.101
102,102.000,2.000,23.100,0.102
103,103.000,2.500,24.200,0.103
104,104.000,3.000,25.300,0.104
105,105.000,0.000,26.400,0.105
106,106.000,0.500,27.000,0.106
107,107.000,1.000,28.100,0.107
108,108.000,1.500,29.200,0.108
109,109.000,2.000,30.300,0.109
110,110.000,2.500,20.400,0.110
111,111.000,3.000,21.000,0.111
112,112.000,0.000,22.100,0.112
113,113.000,0.500,23.200,0.113
114,114.000,1.000,24.300,0.114
115,115.000,1.500,25.400,0.115
116,116.000,2.000,26.000,0.116
117,117.000,2.500,27.100,0.117
118,118.000,3.000,28.200,0.118
119,119.000,0.000,29.300,0.119
120,120.000,0.500,30.400,0.120
1,1.000,0.500,21.000,0.121
2,2.000,1.000,22.100,0.122
3,3.000,1.500,23.200,0.123
4,4.000,2.000,24.300,0.124
5,5.000,2.500,25.400,0.125
6,6.000,3.000,26.000,0.126
7,7.000,0.000,27.100,0.127
8,8.000,0.500,28.200,0.128
9,9.000,1.000,29.300,0.129
10,10.000,1.500,30.400,0.130
11,11.000,2.000,20.000,0.131
12,12.000,2.500,21.100,0.132
13,13.000,3.000,22.200,0.133
14,14.000,0.000,23.300,0.134
15,15.000,0.500,24.400,0.135
16,16.000,1.000,25.000,0.136
17,17.000,1.500,26.100,0.137
18,18.000,2.000,27.200,0.138
19,19.000,2.500,28.300,0.139
20,20.000,3.000,29.400,0.140
21,21.000,0.000,30.000,0.141
22,22.000,0.500,20.100,0.142
23,23.000,1.000,21.200,0.143
24,24.000,1.500,22.300,0.144
25,25.000,2.000,23.400,0.145
26,26.000,2.500,24.000,0.146
27,27.000,3.000,25.100,0.147
28,28.000,0.000,26.200,0.148
29,29.000,0.500,27.300,0.149
30,30.000,1.000,28.400,0.150
31,31.000,1.500,29.000,0.151
32,32.000,2.000,30.100,0.152
33,33.000,2.500,20.200,0.153
34,34.000,3.000,21.300,0.154
35,35.000,0.000,22.400,0.155
36,36.000,0.500,23.000,0.156
37,37.000,1.000,24.100,0.157
38,38.000,1.500,25.200,0.158
39,39.000,2.000,26.300,0.159
40,40.000,2.500,27.400,0.160
41,41.000,3.000,28.000,0.161
42,42.000,0.000,29.100,0.162
43,43.000,0.500,30.200,0.163
44,44.000,1.000,20.300,0.164
45,45.000,1.500,21.400,0.165
46,46.000,2.000,22.000,0.166
47,47.000,2.500,23.100,0.167
48,48.000,3.000,24.200,0.168
49,49.000,0.000,25.300,0.169
50,50.000,0.500,26.400,0.170
51,51.000,1.000,27.000,0.171
52,52.000,1.500,28.100,0.172
53,53.000,2.000,29.200,0.173
54,54.000,2.500,30.300,0.174
55,55.000,3.000,20.400,0.175
56,56.000,0.000,21.000,0.176
57,57.000,0.500,22.100,0.177
58,58.000,1.000,23.200,0.178
59,59.000,1.500,24.300,0.179
60,60.000,2.000,25.400,0.180
61,61.000,2.500,26.000,0.181
62,62.000,3.000,27.100,0.182
63,63.000,0.000,28.200,0.183
64,64.000,0.500,29.300,0.184
65,65.000,1.000,30.400,0.185
66,66.000,1.500,20.000,0.186
67,67.000,2.000,21.100,0.187
68,68.000,2.500,22.200,0.188
69,69.000,3.000,23.300,0.189
70,70.000,0.000,24.400,0.190
71,71.000,0.500,25.000,0.191
72,72.000,1.000,26.100,0.192
73,73.000,1.500,27.200,0.193
74,74.000,2.000,28.300,0.194
75,75.000,2.500,29.400,0.195
76,76.000,3.000,30.000,0.196
77,77.000,0.000,20.100,0.197
78,78.000,0.500,21.200,0.198
79,79.000,1.000,22.300,0.199
80,80.000,1.500,23.400,0.200
81,81.000,2.000,24.000,0.201
82,82.000,2.500,25.100,0.202
83,83.000,3.000,26.200,0.203
84,84.000,0.000,27.300,0.204
85,85.000,0.500,28.400,0.205
86,86.000,1.000,29.000,0.206
87,87.000,1.500,30.100,0.207
88,88.000,2.000,20.200,0.208
89,89.000,2.500,21.300,0.209
90,90.000,3.000,22.400,0.210
91,91.000,0.000,23.000,0.211
92,92.000,0.500,24.100,0.212
93,93.000,1.000,25.200,0.213
94,94.000,1.500,26.300,0.214
95,95.000,2.000,27.400,0.215
96,96.000,2.500,28.000,0.216
97,97.000,3.000,29.100,0.217
98,98.000,0.000,30.200,0.218
99,99.000,0.500,20.300,0.219
100,100.000,1.000,21.400,0.220
101,101.000,1.500,22.000,0.221
102,102.000,2.000,23.100,0.222
103,103.000,2.500,24.200,0.223
104,104.000,3.000,25.300,0.224
105,105.000,0.000,26.400,0.225
106,106.000,0.500,27.000,0.226
107,107.000,1.000,28.100,0.227
108,108.000,1.500,29.200,0.228
109,109.000,2.000,30.300,0.229
110,110.000,2.500,20.400,0.230
111,111.000,3.000,21.000,0.231
112,112.000,0.000,22.100,0.232
113,113.000,0.500,23.200,0.233
114,114.000,1.000,24.300,0.234
115,115.000,1.500,25.400,0.235
116,116.000,2.000,26.000,0.236
117,117.000,2.500,27.100,0.237
118,118.000,3.000,28.200,0.238
119,119.000,0.000,29.300,0.239
120,120.000,0.500,30.400,0.240
1,1.000,0.500,21.000,0.241
2,2.000,1.000,22.100,0.242
3,3.000,1.500,23.200,0.243
4,4.000,2.000,24.300,0.244
5,5.000,2.500,25.400,0.245
6,6.000,3.000,26.000,0.246
7,7.000,0.000,27.100,0.247
8,8.000,0.500,28.200,0.248
9,9.000,1.000,29.300,0.249
10,10.000,1.500,30.400,0.250
11,11.000,2.000,20.000,0.251
12,12.000,2.500,21.100,0.252
13,13.000,3.000,22.200,0.253
14,14.000,0.000,23.300,0.254
15,15.000,0.500,24.400,0.255
16,16.000,1.000,25.000,0.256
17,17.000,1.500,26.100,0.257
18,18.000,2.000,27.200,0.258
19,19.000,2.500,28.300,0.259
20,20.000,3.000,29.400,0.260
21,21.000,0.000,30.000,0.261
22,22.000,0.500,20.100,0.262
23,23.000,1.000,21.200,0.263
24,24.000,1.500,22.300,0.264
25,25.000,2.000,23.400,0.265
26,26.000,2.500,24.000,0.266
27,27.000,3.000,25.100,0.267
28,28.000,0.000,26.200,0.268
29,29.000,0.500,27.300,0.269
30,30.000,1.000,28.400,0.270
31,31.000,1.500,29.000,0.271
32,32.000,2.000,30.100,0.272
33,33.000,2.500,20.200,0.273
34,34.000,3.000,21.300,0.274
35,35.000,0.000,22.400,0.275
36,36.000,0.500,23.000,0.276
37,37.000,1.000,24.100,0.277
38,38.000,1.500,25.200,0.278
39,39.000,2.000,26.300,0.279
40,40.000,2.500,27.400,0.280
41,41.000,3.000,28.000,0.281
42,42.000,0.000,29.100,0.282
43,43.000,0.500,30.200,0.283
44,44.000,1.000,20.300,0.284
45,45.000,1.500,21.400,0.285
46,46.000,2.000,22.000,0.286
47,47.000,2.500,23.100,0.287
48,48.000,3.000,24.200,0.288
49,49.000,0.000,25.300,0.289
50,50.000,0.500,26.400,0.290
51,51.000,1.000,27.000,0.291
52,52.000,1.500,28.100,0.292
53,53.000,2.000,29.200,0.293
54,54.000,2.500,30.300,0.294
55,55.000,3.000,20.400,0.295
56,56.000,0.000,21.000,0.296
57,57.000,0.500,22.100,0.297
58,58.000,1.000,23.200,0.298
59,59.000,1.500,24.300,0.299
60,60.000,2.000,25.400,0.300
61,61.000,2.500,26.000,0.301
62,62.000,3.000,27.100,0.302
63,63.000,0.000,28.200,0.303
64,64.000,0.500,29.300,0.304
65,65.000,1.000,30.400,0.305
66,66.000,1.500,20.000,0.306
67,67.000,2.000,21.100,0.307
68,68.000,2.500,22.200,0.308
69,69.000,3.000,23.300,0.309
70,70.000,0.000,24.400,0.310
71,71.000,0.500,25.000,0.311
72,72.000,1.000,26.100,0.312
73,73.000,1.500,27.200,0.313
74,74.000,2.000,28.300,0.314
75,75.000,2.500,29.400,0.315
76,76.000,3.000,30.000,0.316
77,77.000,0.000,20.100,0.317
78,78.000,0.500,21.200,0.318
79,79.000,1.000,22.300,0.319
80,80.000,1.500,23.400,0.320
81,81.000,2.000,24.000,0.321
82,82.000,2.500,25.100,0.322
83,83.000,3.000,26.200,0.323
84,84.000,0.000,27.300,0.324
85,85.000,0.500,28.400,0.325
86,86.000,1.000,29.000,0.326
87,87.000,1.500,30.100,0.327
88,88.000,2.000,20.200,0.328
89,89.000,2.500,21.300,0.329
90,90.000,3.000,22.400,0.330
91,91.000,0.000,23.000,0.331
92,92.000,0.500,24.100,0.332
93,93.000,1.000,25.200,0.333
94,94.000,1.500,26.300,0.334
95,95.000,2.000,27.400,0.335
96,96.000,2.500,28.000,0.336
97,97.000,3.000,29.100,0.337
98,98.000,0.000,30.200,0.338
99,99.000,0.500,20.300,0.339
100,100.000,1.000,21.400,0.340
101,101.000,1.500,22.000,0.341
102,102.000,2.000,23.100,0.342
103,103.000,2.500,24.200,0.343
104,104.000,3.000,25.300,0.344
105,105.000,0.000,26.400,0.345
106,106.000,0.500,27.000,0.346
107,107.000,1.000,28.100,0.347
108,108.000,1.500,29.200,0.348
109,109.000,2.000,30.300,0.349
110,110.000,2.500,20.400,0.350
111,111.000,3.000,21.000,0.351
112,112.000,0.000,22.100,0.352
113,113.000,0.500,23.200,0.353
114,114.000,1.000,24.300,0.354
115,115.000,1.500,25.400,0.355
116,116.000,2.000,26.000,0.356
117,117.000,2.500,27.100,0.357
118,118.000,3.000,28.200,0.358
119,119.000,0.000,29.300,0.359
120,120.000,0.500,30.400,0.360
1,1.000,0.500,21.000,0.361
2,2.000,1.000,22.100,0.362
3,3.000,1.500,23.200,0.363
4,4.000,2.000,24.300,0.364
5,5.000,2.500,25.400,0.365
6,6.000,3.000,26.000,0.366
7,7.000,0.000,27.100,0.367
8,8.000,0.500,28.200,0.368
9,9.000,1.000,29.300,0.369
10,10.000,1.500,30.400,0.370
11,11.000,2.000,20.000,0.371
12,12.000,2.500,21.100,0.372
13,13.000,3.000,22.200,0.373
14,14.000,0.000,23.300,0.374
15,15.000,0.500,24.400,0.375
16,16.000,1.000,25.000,0.376
17,17.000,1.500,26.100,0.377
18,18.000,2.000,27.200,0.378
19,19.000,2.500,28.300,0.379
20,20.000,3.000,29.400,0.380
21,21.000,0.000,30.000,0.381
22,22.000,0.500,20.100,0.382
23,23.000,1.000,21.200,0.383
24,24.000,1.500,22.300,0.384
25,25.000,2.000,23.400,0.385
26,26.000,2.500,24.000,0.386
27,27.000,3.000,25.100,0.387
28,28.000,0.000,26.200,0.388
29,29.000,0.500,27.300,0.389
30,30.000,1.000,28.400,0.390
31,31.000,1.500,29.000,0.391
32,32.000,2.000,30.100,0.392
33,33.000,2.500,20.200,0.393
34,34.000,3.000,21.300,0.394
35,35.000,0.000,22.400,0.395
36,36.000,0.500,23.000,0.396
37,37.000,1.000,24.100,0.397
38,38.000,1.500,25.200,0.398
39,39.000,2.000,26.300,0.399
40,40.000,2.500,27.400,0.400
41,41.000,3.000,28.000,0.401
42,42.000,0.000,29.100,0.402
43,43.000,0.500,30.200,0.403
44,44.000,1.000,20.300,0.404
45,45.000,1.500,21.400,0.405
46,46.000,2.000,22.000,0.406
47,47.000,2.500,23.100,0.407
48,48.000,3.000,24.200,0.408
49,49.000,0.000,25.300,0.409
50,50.000,0.500,26.400,0.410
51,51.000,1.000,27.000,0.411
52,52.000,1.500,28.100,0.412
53,53.000,2.000,29.200,0.413
54,54.000,2.500,30.300,0.414
55,55.000,3.000,20.400,0.415
56,56.000,0.000,21.000,0.416
57,57.000,0.500,22.100,0.417
58,58.000,1.000,23.200,0.418
59,59.000,1.500,24.300,0.419
60,60.000,2.000,25.400,0.420
61,61.000,2.500,26.000,0.421
62,62.000,3.000,27.100,0.422
63,63.000,0.000,28.200,0.423
64,64.000,0.500,29.300,0.424
65,65.000,1.000,30.400,0.425
66,66.000,1.500,20.000,0.426
67,67.000,2.000,21.100,0.427
68,68.000,2.500,22.200,0.428
69,69.000,3.000,23.300,0.429
70,70.000,0.000,24.400,0.430
71,71.000,0.500,25.000,0.431
72,72.000,1.000,26.100,0.432
73,73.000,1.500,27.200,0.433
74,74.000,2.000,28.300,0.434
75,75.000,2.500,29.400,0.435
76,76.000,3.000,30.000,0.436
77,77.000,0.000,20.100,0.437
78,78.000,0.500,21.200,0.438
79,79.000,1.000,22.300,0.439
80,80.000,1.500,23.400,0.440
81,81.000,2.000,24.000,0.441
82,82.000,2.500,25.100,0.442
83,83.000,3.000,26.200,0.443
84,84.000,0.000,27.300,0.444
85,85.000,0.500,28.400,0.445
86,86.000,1.000,29.000,0.446
87,87.000,1.500,30.100,0.447
88,88.000,2.000,20.200,0.448
89,89.000,2.500,21.300,0.449
90,90.000,3.000,22.400,0.450
91,91.000,0.000,23.000,0.451
