Benchmark::Car::uid,Benchmark::Car::lat,Benchmark::Car::lon,Benchmark::Car::speed,time
1,1.000,0.500,21.000,0.000000
2,2.000,1.013,22.140,0.001000
3,3.000,1.526,23.280,0.002000
4,4.000,2.039,24.420,0.003000
5,5.000,2.552,25.560,0.004000
6,6.000,3.065,26.700,0.005000
7,7.000,0.078,27.840,0.006000
8,8.000,0.591,28.980,0.007000
9,9.000,1.104,30.120,0.008000
10,10.000,1.617,31.260,0.009000
11,11.000,2.130,21.400,0.010000
12,12.000,2.500,22.540,0.011000
1,1.000,0.513,22.680,0.012000
2,2.000,1.026,22.000,0.013000
3,3.000,1.539,23.140,0.014000
4,4.000,2.052,24.280,0.015000
5,5.000,2.565,25.420,0.016000
6,6.000,3.078,26.560,0.017000
7,7.000,0.091,27.700,0.018000
8,8.000,0.604,28.840,0.019000
9,9.000,1.117,29.980,0.020000
10,10.000,1.630,31.120,0.021000
11,11.000,2.000,21.260,0.022000
12,12.000,2.513,22.400,0.023000
1,1.000,0.526,22.540,0.024000
2,2.000,1.039,23.680,0.025000
3,3.000,1.552,23.000,0.026000
4,4.000,2.065,24.140,0.027000
5,5.000,2.578,25.280,0.028000
6,6.000,3.091,26.420,0.029000
7,7.000,0.104,27.560,0.030000
8,8.000,0.617,28.700,0.031000
9,9.000,1.130,29.840,0.032000
10,10.000,1.500,30.980,0.033000
11,11.000,2.013,21.120,0.034000
12,12.000,2.526,22.260,0.035000
1,1.000,0.539,22.400,0.036000
2,2.000,1.052,23.540,0.037000
3,3.000,1.565,24.680,0.038000
4,4.000,2.078,24.000,0.039000
5,5.000,2.591,25.140,0.040000
6,6.000,3.104,26.280,0.041000
7,7.000,0.117,27.420,0.042000
8,8.000,0.630,28.560,0.043000
9,9.000,1.000,29.700,0.044000
10,10.000,1.513,30.840,0.045000
11,11.000,2.026,20.980,0.046000
12,12.000,2.539,22.120,0.047000
1,1.000,0.552,22.260,0.048000
2,2.000,1.065,23.400,0.049000
3,3.000,1.578,24.540,0.050000
4,4.000,2.091,25.680,0.051000
5,5.000,2.604,25.000,0.052000
6,6.000,3.117,26.140,0.053000
7,7.000,0.130,27.280,0.054000
8,8.000,0.500,28.420,0.055000
9,9.000,1.013,29.560,0.056000
10,10.000,1.526,30.700,0.057000
11,11.000,2.039,20.840,0.058000
12,12.000,2.552,21.980,0.059000
1,1.000,0.565,22.120,0.060000
2,2.000,1.078,23.260,0.061000
3,3.000,1.591,24.400,0.062000
4,4.000,2.104,25.540,0.063000
5,5.000,2.617,26.680,0.064000
6,6.000,3.130,26.000,0.065000
7,7.000,0.000,27.140,0.066000
8,8.000,0.513,28.280,0.067000
9,9.000,1.026,29.420,0.068000
10,10.000,1.539,30.560,0.069000
11,11.000,2.052,20.700,0.070000
12,12.000,2.565,21.840,0.071000
1,1.000,0.578,21.980,0.072000
2,2.000,1.091,23.120,0.073000
