Benchmark::Car::uid,Benchmark::Car::lat,Benchmark::Car::lon,Benchmark::Car::speed,time
1,1.000,0.500,21.000,0.000000
2,2.004,1.013,22.190,0.000800
3,3.008,1.526,23.380,0.001600
4,4.012,2.039,24.570,0.002400
5,5.016,2.552,25.760,0.003200
6,6.020,3.065,26.950,0.004000
7,7.024,0.078,28.140,0.004800
8,8.028,0.591,29.330,0.005600
9,9.000,1.104,30.120,0.035400
10,10.004,1.617,31.310,0.036200
11,11.008,2.130,21.500,0.037000
12,12.012,2.500,22.690,0.037800
13,13.016,3.013,23.880,0.038600
14,14.020,0.026,23.250,0.039400
15,15.024,0.539,24.440,0.040200
16,16.028,1.052,25.630,0.041000
17,17.000,1.565,26.420,0.070800
18,18.004,2.078,27.610,0.071600
19,19.008,2.591,28.800,0.072400
20,20.012,3.104,29.990,0.073200
21,21.016,0.117,31.180,0.074000
22,22.020,0.630,21.370,0.074800
23,23.024,1.000,22.560,0.075600
24,24.028,1.513,23.750,0.076400
1,1.000,0.526,22.540,0.106200
2,2.004,1.039,23.730,0.107000
3,3.008,1.552,23.100,0.107800
4,4.012,2.065,24.290,0.108600
5,5.016,2.578,25.480,0.109400
6,6.020,3.091,26.670,0.110200
7,7.024,0.104,27.860,0.111000
8,8.028,0.617,29.050,0.111800
9,9.000,1.130,29.840,0.141600
10,10.004,1.500,31.030,0.142400
11,11.008,2.013,21.220,0.143200
12,12.012,2.526,22.410,0.144000
13,13.016,3.039,23.600,0.144800
14,14.020,0.052,24.790,0.145600
15,15.024,0.565,25.980,0.146400
16,16.028,1.078,25.350,0.147200
17,17.000,1.591,26.140,0.177000
18,18.004,2.104,27.330,0.177800
19,19.008,2.617,28.520,0.178600
20,20.012,3.130,29.710,0.179400
21,21.016,0.000,30.900,0.180200
22,22.020,0.513,21.090,0.181000
23,23.024,1.026,22.280,0.181800
24,24.028,1.539,23.470,0.182600
1,1.000,0.552,22.260,0.212400
2,2.004,1.065,23.450,0.213200
3,3.008,1.578,24.640,0.214000
4,4.012,2.091,25.830,0.214800
5,5.016,2.604,25.200,0.215600
6,6.020,3.117,26.390,0.216400
7,7.024,0.130,27.580,0.217200
8,8.028,0.500,28.770,0.218000
9,9.000,1.013,29.560,0.247800
10,10.004,1.526,30.750,0.248600
11,11.008,2.039,20.940,0.249400
12,12.012,2.552,22.130,0.250200
13,13.016,3.065,23.320,0.251000
14,14.020,0.078,24.510,0.251800
15,15.024,0.591,25.700,0.252600
16,16.028,1.104,26.890,0.253400
17,17.000,1.617,27.680,0.283200
18,18.004,2.130,27.050,0.284000
19,19.008,2.500,28.240,0.284800
20,20.012,3.013,29.430,0.285600
21,21.016,0.026,30.620,0.286400
22,22.020,0.539,20.810,0.287200
23,23.024,1.052,22.000,0.288000
24,24.028,1.565,23.190,0.288800
1,1.000,0.578,21.980,0.318600
2,2.004,1.091,23.170,0.319400
3,3.008,1.604,24.360,0.320200
4,4.012,2.117,25.550,0.321000
5,5.016,2.630,26.740,0.321800
6,6.020,3.000,27.930,0.322600
7,7.024,0.013,27.300,0.323400
8,8.028,0.526,28.490,0.324200
9,9.000,1.039,29.280,0.354000
10,10.004,1.552,30.470,0.354800
11,11.008,2.065,20.660,0.355600
12,12.012,2.578,21.850,0.356400
13,13.016,3.091,23.040,0.357200
14,14.020,0.104,24.230,0.358000
15,15.024,0.617,25.420,0.358800
16,16.028,1.130,26.610,0.359600
17,17.000,1.500,27.400,0.389400
18,18.004,2.013,28.590,0.390200
19,19.008,2.526,29.780,0.391000
20,20.012,3.039,29.150,0.391800
21,21.016,0.052,30.340,0.392600
22,22.020,0.565,20.530,0.393400
23,23.024,1.078,21.720,0.394200
24,24.028,1.591,22.910,0.395000
1,1.021,0.500,21.000,0.424800
2,2.025,1.013,22.190,0.425600
3,3.029,1.526,23.380,0.426400
4,4.033,2.039,24.570,0.427200
5,5.037,2.552,25.760,0.428000
6,6.041,3.065,26.950,0.428800
7,7.045,0.078,28.140,0.429600
8,8.049,0.591,29.330,0.430400
9,9.021,1.104,30.120,0.460200
10,10.025,1.617,31.310,0.461000
11,11.029,2.130,21.500,0.461800
12,12.033,2.500,22.690,0.462600
13,13.037,3.013,23.880,0.463400
14,14.041,0.026,23.250,0.464200
15,15.045,0.539,24.440,0.465000
16,16.049,1.052,25.630,0.465800
17,17.021,1.565,26.420,0.495600
18,18.025,2.078,27.610,0.496400
19,19.029,2.591,28.800,0.497200
20,20.033,3.104,29.990,0.498000
21,21.037,0.117,31.180,0.498800
22,22.041,0.630,21.370,0.499600
23,23.045,1.000,22.560,0.500400
24,24.049,1.513,23.750,0.501200
1,1.021,0.526,22.540,0.531000
2,2.025,1.039,23.730,0.531800
3,3.029,1.552,23.100,0.532600
4,4.033,2.065,24.290,0.533400
5,5.037,2.578,25.480,0.534200
6,6.041,3.091,26.670,0.535000
7,7.045,0.104,27.860,0.535800
8,8.049,0.617,29.050,0.536600
9,9.021,1.130,29.840,0.566400
10,10.025,1.500,31.030,0.567200
11,11.029,2.013,21.220,0.568000
12,12.033,2.526,22.410,0.568800
13,13.037,3.039,23.600,0.569600
14,14.041,0.052,24.790,0.570400
15,15.045,0.565,25.980,0.571200
16,16.049,1.078,25.350,0.572000
17,17.021,1.591,26.140,0.601800
18,18.025,2.104,27.330,0.602600
19,19.029,2.617,28.520,0.603400
20,20.033,3.130,29.710,0.604200
21,21.037,0.000,30.900,0.605000
22,22.041,0.513,21.090,0.605800
23,23.045,1.026,22.280,0.606600
24,24.049,1.539,23.470,0.607400
1,1.021,0.552,22.260,0.637200
2,2.025,1.065,23.450,0.638000
3,3.029,1.578,24.640,0.638800
4,4.033,2.091,25.830,0.639600
5,5.037,2.604,25.200,0.640400
6,6.041,3.117,26.390,0.641200
7,7.045,0.130,27.580,0.642000
8,8.049,0.500,28.770,0.642800
9,9.021,1.013,29.560,0.672600
10,10.025,1.526,30.750,0.673400
11,11.029,2.039,20.940,0.674200
12,12.033,2.552,22.130,0.675000
13,13.037,3.065,23.320,0.675800
14,14.041,0.078,24.510,0.676600
15,15.045,0.591,25.700,0.677400
16,16.049,1.104,26.890,0.678200
17,17.021,1.617,27.680,0.708000
18,18.025,2.130,27.050,0.708800
19,19.029,2.500,28.240,0.709600
20,20.033,3.013,29.430,0.710400
21,21.037,0.026,30.620,0.711200
22,22.041,0.539,20.810,0.712000
23,23.045,1.052,22.000,0.712800
24,24.049,1.565,23.190,0.713600
1,1.021,0.578,21.980,0.743400
2,2.025,1.091,23.170,0.744200
3,3.029,1.604,24.360,0.745000
4,4.033,2.117,25.550,0.745800
5,5.037,2.630,26.740,0.746600
6,6.041,3.000,27.930,0.747400
7,7.045,0.013,27.300,0.748200
8,8.049,0.526,28.490,0.749000
9,9.021,1.039,29.280,0.778800
10,10.025,1.552,30.470,0.779600
11,11.029,2.065,20.660,0.780400
12,12.033,2.578,21.850,0.781200
13,13.037,3.091,23.040,0.782000
14,14.041,0.104,24.230,0.782800
15,15.045,0.617,25.420,0.783600
16,16.049,1.130,26.610,0.784400
17,17.021,1.500,27.400,0.814200
18,18.025,2.013,28.590,0.815000
19,19.029,2.526,29.780,0.815800
20,20.033,3.039,29.150,0.816600
21,21.037,0.052,30.340,0.817400
22,22.041,0.565,20.530,0.818200
23,23.045,1.078,21.720,0.819000
24,24.049,1.591,22.910,0.819800
1,1.042,0.500,21.000,0.849600
2,2.046,1.013,22.190,0.850400
3,3.050,1.526,23.380,0.851200
4,4.054,2.039,24.570,0.852000
5,5.058,2.552,25.760,0.852800
6,6.062,3.065,26.950,0.853600
7,7.066,0.078,28.140,0.854400
8,8.070,0.591,29.330,0.855200
9,9.042,1.104,30.120,0.885000
10,10.046,1.617,31.310,0.885800
11,11.050,2.130,21.500,0.886600
12,12.054,2.500,22.690,0.887400
13,13.058,3.013,23.880,0.888200
14,14.062,0.026,23.250,0.889000
15,15.066,0.539,24.440,0.889800
16,16.070,1.052,25.630,0.890600
17,17.042,1.565,26.420,0.920400
18,18.046,2.078,27.610,0.921200
19,19.050,2.591,28.800,0.922000
20,20.054,3.104,29.990,0.922800
21,21.058,0.117,31.180,0.923600
22,22.062,0.630,21.370,0.924400
23,23.066,1.000,22.560,0.925200
24,24.070,1.513,23.750,0.926000
1,1.042,0.526,22.540,0.955800
2,2.046,1.039,23.730,0.956600
3,3.050,1.552,23.100,0.957400
4,4.054,2.065,24.290,0.958200
5,5.058,2.578,25.480,0.959000
6,6.062,3.091,26.670,0.959800
7,7.066,0.104,27.860,0.960600
8,8.070,0.617,29.050,0.961400
9,9.042,1.130,29.840,0.991200
10,10.046,1.500,31.030,0.992000
11,11.050,2.013,21.220,0.992800
12,12.054,2.526,22.410,0.993600
13,13.058,3.039,23.600,0.994400
14,14.062,0.052,24.790,0.995200
15,15.066,0.565,25.980,0.996000
16,16.070,1.078,25.350,0.996800
17,17.042,1.591,26.140,1.026600
18,18.046,2.104,27.330,1.027400
19,19.050,2.617,28.520,1.028200
20,20.054,3.130,29.710,1.029000
21,21.058,0.000,30.900,1.029800
22,22.062,0.513,21.090,1.030600
23,23.066,1.026,22.280,1.031400
24,24.070,1.539,23.470,1.032200
1,1.042,0.552,22.260,1.062000
