Benchmark::Car::uid,Benchmark::Car::lat,Benchmark::Car::lon,Benchmark::Car::speed,time
1,1.000,0.500,21.000,0.000000
3,3.004,1.513,23.190,0.000800
5,5.008,2.526,25.380,0.001600
7,7.012,0.039,27.570,0.002400
1,1.016,0.552,21.760,0.003200
3,3.020,1.565,23.950,0.004000
5,5.024,2.578,26.140,0.004800
7,7.028,0.091,28.330,0.005600
1,1.000,0.604,22.120,0.030400
3,3.004,1.617,24.310,0.031200
5,5.008,2.630,26.500,0.032000
7,7.012,0.000,28.690,0.032800
1,1.016,0.513,22.880,0.033600
3,3.020,1.526,23.250,0.034400
5,5.024,2.539,25.440,0.035200
7,7.028,0.052,27.630,0.036000
1,1.000,0.565,21.420,0.060800
3,3.004,1.578,23.610,0.061600
5,5.008,2.591,25.800,0.062400
7,7.012,0.104,27.990,0.063200
1,1.016,0.617,22.180,0.064000
3,3.020,1.630,24.370,0.064800
5,5.024,2.500,26.560,0.065600
7,7.028,0.013,28.750,0.066400
1,1.000,0.526,22.540,0.091200
3,3.004,1.539,24.730,0.092000
5,5.008,2.552,25.100,0.092800
7,7.012,0.065,27.290,0.093600
1,1.016,0.578,21.480,0.094400
3,3.020,1.591,23.670,0.095200
5,5.024,2.604,25.860,0.096000
7,7.028,0.117,28.050,0.096800
1,1.000,0.630,21.840,0.121600
3,3.004,1.500,24.030,0.122400
5,5.008,2.513,26.220,0.123200
7,7.012,0.026,28.410,0.124000
1,1.016,0.539,22.600,0.124800
3,3.020,1.552,24.790,0.125600
5,5.024,2.565,26.980,0.126400
7,7.028,0.078,27.350,0.127200
1,1.000,0.591,21.140,0.152000
3,3.004,1.604,23.330,0.152800
5,5.008,2.617,25.520,0.153600
7,7.012,0.130,27.710,0.154400
1,1.016,0.500,21.900,0.155200
3,3.020,1.513,24.090,0.156000
5,5.024,2.526,26.280,0.156800
7,7.028,0.039,28.470,0.157600
1,1.000,0.552,22.260,0.182400
3,3.004,1.565,24.450,0.183200
5,5.008,2.578,26.640,0.184000
7,7.012,0.091,28.830,0.184800
1,1.016,0.604,21.200,0.185600
3,3.020,1.617,23.390,0.186400
5,5.024,2.630,25.580,0.187200
7,7.028,0.000,27.770,0.188000
1,1.000,0.513,21.560,0.212800
3,3.004,1.526,23.750,0.213600
5,5.008,2.539,25.940,0.214400
7,7.012,0.052,28.130,0.215200
1,1.016,0.565,22.320,0.216000
3,3.020,1.578,24.510,0.216800
5,5.024,2.591,26.700,0.217600
7,7.028,0.104,28.890,0.218400
1,1.000,0.617,22.680,0.243200
3,3.004,1.630,23.050,0.244000
5,5.008,2.500,25.240,0.244800
7,7.012,0.013,27.430,0.245600
1,1.016,0.526,21.620,0.246400
3,3.020,1.539,23.810,0.247200
5,5.024,2.552,26.000,0.248000
7,7.028,0.065,28.190,0.248800
1,1.000,0.578,21.980,0.273600
3,3.004,1.591,24.170,0.274400
5,5.008,2.604,26.360,0.275200
7,7.012,0.117,28.550,0.276000
1,1.016,0.630,22.740,0.276800
3,3.020,1.500,24.930,0.277600
5,5.024,2.513,25.300,0.278400
7,7.028,0.026,27.490,0.279200
1,1.000,0.539,21.280,0.304000
3,3.004,1.552,23.470,0.304800
5,5.008,2.565,25.660,0.305600
7,7.012,0.078,27.850,0.306400
1,1.016,0.591,22.040,0.307200
3,3.020,1.604,24.230,0.308000
5,5.024,2.617,26.420,0.308800
7,7.028,0.130,28.610,0.309600
1,1.000,0.500,22.400,0.334400
3,3.004,1.513,24.590,0.335200
5,5.008,2.526,26.780,0.336000
7,7.012,0.039,27.150,0.336800
1,1.016,0.552,21.340,0.337600
3,3.020,1.565,23.530,0.338400
5,5.024,2.578,25.720,0.339200
7,7.028,0.091,27.910,0.340000
1,1.000,0.604,21.700,0.364800
3,3.004,1.617,23.890,0.365600
5,5.008,2.630,26.080,0.366400
7,7.012,0.000,28.270,0.367200
1,1.016,0.513,22.460,0.368000
3,3.020,1.526,24.650,0.368800
5,5.024,2.539,26.840,0.369600
7,7.028,0.052,29.030,0.370400
1,1.000,0.565,21.000,0.395200
3,3.004,1.578,23.190,0.396000
5,5.008,2.591,25.380,0.396800
7,7.012,0.104,27.570,0.397600
1,1.016,0.617,21.760,0.398400
3,3.020,1.630,23.950,0.399200
5,5.024,2.500,26.140,0.400000
7,7.028,0.013,28.330,0.400800
1,1.000,0.526,22.120,0.425600
3,3.004,1.539,24.310,0.426400
5,5.008,2.552,26.500,0.427200
7,7.012,0.065,28.690,0.428000
1,1.016,0.578,22.880,0.428800
3,3.020,1.591,23.250,0.429600
5,5.024,2.604,25.440,0.430400
7,7.028,0.117,27.630,0.431200
1,1.000,0.630,21.420,0.456000
3,3.004,1.500,23.610,0.456800
