Benchmark::Car::uid,Benchmark::Car::lat,Benchmark::Car::lon,Benchmark::Car::speed,time
1,1.000,0.500,21.000,0.000000
3,3.004,1.513,23.190,0.000800
5,5.008,2.526,25.380,0.001600
7,7.012,0.039,27.570,0.002400
9,9.016,1.052,29.760,0.003200
11,11.020,2.065,20.950,0.004000
13,13.024,3.078,23.140,0.004800
15,15.028,0.591,25.330,0.005600
9,9.000,1.104,30.120,0.035400
11,11.004,2.117,21.310,0.036200
13,13.008,3.130,23.500,0.037000
15,15.012,0.500,25.690,0.037800
1,1.016,0.513,22.880,0.038600
3,3.020,1.526,23.250,0.039400
5,5.024,2.539,25.440,0.040200
7,7.028,0.052,27.630,0.041000
1,1.000,0.565,21.420,0.070800
3,3.004,1.578,23.610,0.071600
5,5.008,2.591,25.800,0.072400
7,7.012,0.104,27.990,0.073200
9,9.016,1.117,30.180,0.074000
11,11.020,2.130,21.370,0.074800
13,13.024,3.000,23.560,0.075600
15,15.028,0.513,25.750,0.076400
9,9.000,1.026,30.540,0.106200
11,11.004,2.039,21.730,0.107000
13,13.008,3.052,22.100,0.107800
15,15.012,0.565,24.290,0.108600
1,1.016,0.578,21.480,0.109400
3,3.020,1.591,23.670,0.110200
5,5.024,2.604,25.860,0.111000
7,7.028,0.117,28.050,0.111800
1,1.000,0.630,21.840,0.141600
3,3.004,1.500,24.030,0.142400
5,5.008,2.513,26.220,0.143200
7,7.012,0.026,28.410,0.144000
9,9.016,1.039,30.600,0.144800
11,11.020,2.052,21.790,0.145600
13,13.024,3.065,23.980,0.146400
15,15.028,0.578,24.350,0.147200
9,9.000,1.091,29.140,0.177000
11,11.004,2.104,20.330,0.177800
13,13.008,3.117,22.520,0.178600
15,15.012,0.630,24.710,0.179400
1,1.016,0.500,21.900,0.180200
3,3.020,1.513,24.090,0.181000
5,5.024,2.526,26.280,0.181800
7,7.028,0.039,28.470,0.182600
1,1.000,0.552,22.260,0.212400
3,3.004,1.565,24.450,0.213200
5,5.008,2.578,26.640,0.214000
7,7.012,0.091,28.830,0.214800
9,9.016,1.104,29.200,0.215600
11,11.020,2.117,20.390,0.216400
13,13.024,3.130,22.580,0.217200
15,15.028,0.500,24.770,0.218000
9,9.000,1.013,29.560,0.247800
11,11.004,2.026,20.750,0.248600
13,13.008,3.039,22.940,0.249400
15,15.012,0.552,25.130,0.250200
1,1.016,0.565,22.320,0.251000
3,3.020,1.578,24.510,0.251800
5,5.024,2.591,26.700,0.252600
7,7.028,0.104,28.890,0.253400
1,1.000,0.617,22.680,0.283200
3,3.004,1.630,23.050,0.284000
5,5.008,2.500,25.240,0.284800
7,7.012,0.013,27.430,0.285600
9,9.016,1.026,29.620,0.286400
11,11.020,2.039,20.810,0.287200
13,13.024,3.052,23.000,0.288000
15,15.028,0.565,25.190,0.288800
9,9.000,1.078,29.980,0.318600
11,11.004,2.091,21.170,0.319400
13,13.008,3.104,23.360,0.320200
15,15.012,0.617,25.550,0.321000
1,1.016,0.630,22.740,0.321800
3,3.020,1.500,24.930,0.322600
5,5.024,2.513,25.300,0.323400
7,7.028,0.026,27.490,0.324200
1,1.000,0.539,21.280,0.354000
3,3.004,1.552,23.470,0.354800
5,5.008,2.565,25.660,0.355600
7,7.012,0.078,27.850,0.356400
9,9.016,1.091,30.040,0.357200
11,11.020,2.104,21.230,0.358000
13,13.024,3.117,23.420,0.358800
15,15.028,0.630,25.610,0.359600
9,9.000,1.000,30.400,0.389400
11,11.004,2.013,21.590,0.390200
13,13.008,3.026,23.780,0.391000
15,15.012,0.539,24.150,0.391800
1,1.016,0.552,21.340,0.392600
3,3.020,1.565,23.530,0.393400
5,5.024,2.578,25.720,0.394200
7,7.028,0.091,27.910,0.395000
17,17.021,1.500,26.000,0.424800
19,19.025,2.513,28.190,0.425600
21,21.029,0.026,30.380,0.426400
23,23.033,1.039,21.570,0.427200
1,1.037,0.552,21.760,0.428000
3,3.041,1.565,23.950,0.428800
5,5.045,2.578,26.140,0.429600
7,7.049,0.091,28.330,0.430400
1,1.021,0.604,22.120,0.460200
3,3.025,1.617,24.310,0.461000
5,5.029,2.630,26.500,0.461800
7,7.033,0.000,28.690,0.462600
17,17.037,1.513,27.880,0.463400
19,19.041,2.526,28.250,0.464200
21,21.045,0.039,30.440,0.465000
23,23.049,1.052,21.630,0.465800
17,17.021,1.565,26.420,0.495600
19,19.025,2.578,28.610,0.496400
21,21.029,0.091,30.800,0.497200
23,23.033,1.104,21.990,0.498000
1,1.037,0.617,22.180,0.498800
3,3.041,1.630,24.370,0.499600
5,5.045,2.500,26.560,0.500400
7,7.049,0.013,28.750,0.501200
1,1.021,0.526,22.540,0.531000
3,3.025,1.539,24.730,0.531800
